f,o,l,d,_,1
f,o,l,d,_,2
f,o,l,d,_,3
f,o,l,d,_,4
f,o,l,d,_,5
f,o,l,d,_,6
f,o,l,d,_,7
f,o,l,d,_,8
f,o,l,d,_,9
f,o,l,d,_,1,0
0.5,0.5,0.53650796,0.5
0.5,0.5,0.50476193,0.5
0.5,0.75,0.53333336,1.0
0.5,0.75,0.52380955,1.0
0.41666666,0.5,0.5460318,1.0
0.5,0.75,0.53968257,1.0
0.5,0.75,0.54285717,0.75
0.8333333,1.0,0.568254,0.75
0.8333333,1.0,0.5619048,0.75
0.8333333,1.0,0.5587302,0.75
0.9166667,1.0,0.5777778,0.75
0.75,1.0,0.53650796,0.25
0.75,1.0,0.5460318,0.5
0.5833333,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.75
0.6666667,0.75,0.4984127,0.25
0.6666667,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.25
0.5833333,0.5,0.4984127,0.25
0.5833333,0.5,0.4984127,0.25
0.5833333,0.5,0.4984127,0.25
0.5833333,0.5,0.4984127,0.25
0.5833333,0.5,0.4984127,0.25
0.5833333,0.5,0.4984127,0.25
0.5833333,0.5,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.25
0.6666667,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.75
0.6666667,0.75,0.4984127,0.75
0.6666667,0.75,0.4984127,0.75
0.6666667,0.75,0.4984127,0.75
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.25
0.6666667,0.75,0.4984127,0.25
0.6666667,0.75,0.4984127,0.25
0.5833333,0.75,0.4984127,0.25
0.6666667,0.75,0.4984127,0.25
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.6666667,0.75,0.4984127,0.5
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.75
0.5833333,0.75,0.4984127,0.75
